"Pasta","Problema","Detalhe"
"D:\SHARED\PROCESSOS DIGITAIS\APA - LICENÇAS\E-GAR","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\APA - LICENÇAS\Planalto Beirão","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\APA - LICENÇAS\Planalto Beirão","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ca","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ca","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ca\campo besteiros","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ca\campo besteiros","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ca\corujeiro","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ca\corujeiro","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ca\TONDELA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ca\TONDELA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\Contratos assinados","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\Contratos assinados","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\DOCUMENTOS ACT","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\DOCUMENTOS ACT","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\E-REDES","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\E-REDES","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ESTATUTOS AINTAR","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ESTATUTOS AINTAR","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR CAPARROSINHA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR CAPARROSINHA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR CAPARROSINHA\2024","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR CAPARROSINHA\2024","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR CAPARROSINHA\2025","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR CAPARROSINHA\2025","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR CURRELOS","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR CURRELOS","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR CURRELOS\Autos de medição","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR CURRELOS\Autos de medição","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR CURRELOS\averbamento ETAR CURRELOS","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR CURRELOS\averbamento ETAR CURRELOS","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR CURRELOS\E-REDES","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR CURRELOS\E-REDES","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR CURRELOS\Fotos","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR CURRELOS\Fotos","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR CURRELOS\INATIVAÇÃO DE INSTALAÇÕES SUBSISTEMA CURRELOS","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR CURRELOS\INATIVAÇÃO DE INSTALAÇÕES SUBSISTEMA CURRELOS","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR CURRELOS\memória descritiva ETAR CURRELOS","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR CURRELOS\memória descritiva ETAR CURRELOS","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR CURRELOS\POSEUR FINANCIAMENTO- CAUDAIS E CONTROLO ANALITICO","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR CURRELOS\POSEUR FINANCIAMENTO- CAUDAIS E CONTROLO ANALITICO","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR CURRELOS\Reuniões linhares e vidal","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR CURRELOS\Reuniões linhares e vidal","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR CURRELOS\Subsistema Currelos","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR CURRELOS\Subsistema Currelos","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR CURRELOS\TUA- APA LICENÇA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR CURRELOS\TUA- APA LICENÇA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\Etar Espariz - Carragosela","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\Etar Espariz - Carragosela","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\Etar Espariz - Carragosela\controlo analítico CESAB","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\Etar Espariz - Carragosela\controlo analítico CESAB","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR MUNA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR MUNA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR PINHEIRO DE COJA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR PINHEIRO DE COJA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR PINHEIRO DE COJA\APA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR PINHEIRO DE COJA\APA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR PINHEIRO DE COJA\comunicação","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR PINHEIRO DE COJA\comunicação","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR PINHEIRO DE COJA\E-REDES","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR PINHEIRO DE COJA\E-REDES","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR PINHEIRO DE COJA\etar P. Coja","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR PINHEIRO DE COJA\etar P. Coja","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR PINHEIRO DE COJA\Pinheiro de coja","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR PINHEIRO DE COJA\Pinheiro de coja","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR PINHEIRO DE COJA\POSEUR FINANCIAMENTO CONTROLO ANALÍTICO","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR PINHEIRO DE COJA\POSEUR FINANCIAMENTO CONTROLO ANALÍTICO","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR SANTA COMBA DÃO","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR SANTA COMBA DÃO","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR SÃO SIMÃO","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR SÃO SIMÃO","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR TONDA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR TONDA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR TONDA\reposta à APA ETAR TONDA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR TONDA\reposta à APA ETAR TONDA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR TONDELA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR TONDELA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR TONDELA\APA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR TONDELA\APA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR TONDELA\CONTROLO ANALÍTICO","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ETAR TONDELA\CONTROLO ANALÍTICO","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ficha cadastro ramais","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ficha cadastro ramais","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\ficha cadastro ramais\limpeza fossas","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\ficha cadastro ramais\limpeza fossas","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\GNR - PEDIDOS DE INTERVENÇÃO VIA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\GNR - PEDIDOS DE INTERVENÇÃO VIA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\GNR - PEDIDOS DE INTERVENÇÃO VIA\Tondela","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\GNR - PEDIDOS DE INTERVENÇÃO VIA\Tondela","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\Informações Abertura","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\Informações Abertura","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\LISTAGEM ETS_FS_EE","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\LISTAGEM ETS_FS_EE","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\LISTAGEM ETS_FS_EE\ETARS E DOCUMENTOS","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\LISTAGEM ETS_FS_EE\ETARS E DOCUMENTOS","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\MUNICÍPIO CARREGAL DO SAL","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\MUNICÍPIO CARREGAL DO SAL","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\MUNICÍPIO CARREGAL DO SAL\ALVARELHOS - CADASTRO","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\MUNICÍPIO CARREGAL DO SAL\ALVARELHOS - CADASTRO","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\MUNICÍPIO CARREGAL DO SAL\Rotura Rua Nova- Oliveira do Conde","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\MUNICÍPIO CARREGAL DO SAL\Rotura Rua Nova- Oliveira do Conde","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\MUNICÍPIO CARREGAL DO SAL\RUA DAS CANADAS","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\MUNICÍPIO CARREGAL DO SAL\RUA DAS CANADAS","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\MUNICÍPIO CARREGAL DO SAL\RUA DOS PINHAIS C. SAL","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\MUNICÍPIO CARREGAL DO SAL\RUA DOS PINHAIS C. SAL","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\MUNICÍPIO CARREGAL DO SAL\SUBSISTEMA DO GAVIÃO","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\MUNICÍPIO CARREGAL DO SAL\SUBSISTEMA DO GAVIÃO","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\Município de Santa Comba Dão","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\Município de Santa Comba Dão","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\Município de Tondela","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\Município de Tondela","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\MUNICÍPIO TÁBUA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\MUNICÍPIO TÁBUA","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\MUNICÍPIO TÁBUA\CO Tábua","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\MUNICÍPIO TÁBUA\CO Tábua","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\POSEUR - reprogramacoes","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\POSEUR - reprogramacoes","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\POSEUR - reprogramacoes\APROVAÇÕES","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\POSEUR - reprogramacoes\APROVAÇÕES","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\POSEUR - reprogramacoes\logotipo","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\POSEUR - reprogramacoes\logotipo","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\POSEUR - reprogramacoes\POSEUR  03-2012-FC-001345","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\POSEUR - reprogramacoes\POSEUR  03-2012-FC-001345","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\POSEUR - reprogramacoes\POSEUR 03-2012-FC-001349","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\POSEUR - reprogramacoes\POSEUR 03-2012-FC-001349","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\POSEUR - reprogramacoes\POSEUR 03-2012-FC-001354","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\POSEUR - reprogramacoes\POSEUR 03-2012-FC-001354","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\POSEUR - reprogramacoes\POSEUR 03-2012-FC-001367","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\POSEUR - reprogramacoes\POSEUR 03-2012-FC-001367","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\POSEUR - reprogramacoes\POSEUR 03-2012-FC001346","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\POSEUR - reprogramacoes\POSEUR 03-2012-FC001346","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\POSEUR - reprogramacoes\POSEUR-03-2012-FC-001348","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\POSEUR - reprogramacoes\POSEUR-03-2012-FC-001348","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\PROCEDIMENTOS QUE NÃO AVANÇARAM","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\PROCEDIMENTOS QUE NÃO AVANÇARAM","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\PROCEDIMENTOS QUE NÃO AVANÇARAM\1 AINTAR 2021 CABRIZ","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\PROCEDIMENTOS QUE NÃO AVANÇARAM\1 AINTAR 2021 CABRIZ","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\PROCEDIMENTOS QUE NÃO AVANÇARAM\6 AINTAR 2021","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\PROCEDIMENTOS QUE NÃO AVANÇARAM\6 AINTAR 2021","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\PROCESSOS DIGITAIS\Rede saneamento Saldonas","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\PROCESSOS DIGITAIS\Rede saneamento Saldonas","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\QUALIDADE","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com FullControl"
"D:\SHARED\QUALIDADE","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\QUALIDADE","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\QUALIDADE\APA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com FullControl"
