"Pasta","Problema","Detalhe"
"D:\FILE_AINTAR\Pedidos\RAMAL E SANEAMENTO\TARIF","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\PLANEAMENTO DE MANUTENÇÃO","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\PLANEAMENTO DE MANUTENÇÃO\ETAR DE CURRELOS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\PLANEAMENTO DE MANUTENÇÃO\ETAR DE CURRELOS\MANUAIS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\PLANEAMENTO DE MANUTENÇÃO\ETAR DE CURRELOS\PLANO DE MANUTENÇÃO","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\PLANEAMENTO DE MANUTENÇÃO\ETAR DE PAPIZIOS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\PLANEAMENTO DE MANUTENÇÃO\ETAR DE PAPIZIOS\MANUAIS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\PLANEAMENTO DE MANUTENÇÃO\ETAR DE PAPIZIOS\PLANO DE MANUTENÇÃO","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\PLANEAMENTO DE MANUTENÇÃO\ETAR DE TÁBUA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\PLANEAMENTO DE MANUTENÇÃO\ETAR DE TÁBUA\MANUAIS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\PLANEAMENTO DE MANUTENÇÃO\ETAR DE TÁBUA\PLANO DE MANUTENÇÃO","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\PLANEAMENTO DE MANUTENÇÃO\ETAR PINHEIRO DE COJA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\PLANEAMENTO DE MANUTENÇÃO\ETAR PINHEIRO DE COJA\MANUAIS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\PLANEAMENTO DE MANUTENÇÃO\ETAR PINHEIRO DE COJA\PLANO DE MANUTENÇÃO","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\PLANEAMENTO DE MANUTENÇÃO\ETAR ZIM ADIÇA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\PLANEAMENTO DE MANUTENÇÃO\ETAR ZIM ADIÇA\MANUAIS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\PLANEAMENTO DE MANUTENÇÃO\ETAR ZIM ADIÇA\PLANO DE MANUTENÇÃO","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\PLANEAMENTO DE MANUTENÇÃO\ETAR ZONA NORTE TONDELA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\PLANEAMENTO DE MANUTENÇÃO\ETAR ZONA NORTE TONDELA\MANUAIS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\PLANEAMENTO DE MANUTENÇÃO\ETAR ZONA NORTE TONDELA\PLANO DE MANUTENÇÃO","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\0_Ramais_MQT_Contratação","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\AD_008_2025_Empreitada Vilar Besteiros","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Afluencias Indevidas","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\CADASTRO","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\CADASTRO\CARAMULO_TELAS_FINAIS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\CADASTRO\ficha cadastro ramais","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\CADASTRO\GLOBAL","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\CADASTRO\Pinheiro de Azere","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\CADASTRO\POR_TRATAR","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\CADASTRO\Rede Santa Comba Dão","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\CADASTRO\Rede Tabua","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\CADASTRO\Rede tondela","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Controlo de Empreitadas","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\DOCUMENTAÇÃO OFICIAL AINTAR","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\DOCUMENTAÇÃO OFICIAL AINTAR\logótipo novo aintar","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\DOCUMENTAÇÃO OFICIAL AINTAR\Subsistema Currelos","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EDITAIS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\CARAMULO_TELAS_FINAIS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\comunicação previa - CCDR","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\Empreitada Fontainhas","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\EMPREITADA RUA DAS CANADAS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\Empreitada Rua dos Pinhais- Cabanas de Viriato","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\Empreitada Rua Qt Cova - Tondela","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\Empreitada Vila Meã- Oliveira do Conde","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\Empreitada Vilar de Besteitos","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\Empreitada_pavimentacoes","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\Empreitada_Ramais","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\Empreitada_Saldonas","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\Empreitada_Sede AINTAR","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\Empreitada_Sede AINTAR - Contr AVAC","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\ETAR BEIJÓS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\ETAR CARAPINHA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\ETAR de Santa Comba Dão","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\ETAR PÓVOA DE MIDÕES","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\ETAR VASCO","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\Informações Abertura","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\POSEUR-03-2012-FC-001345 TOURIZ","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\POSEUR-03-2012-FC-001346 VENDA ESPERANÇA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\POSEUR-03-2012-FC-001347 SÃO SIMÃO","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\POSEUR-03-2012-FC-001348 PINHEIRO AZERE","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\POSEUR-03-2012-FC-001349 VILA POUCA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\POSEUR-03-2012-FC-001350 SAO JOANINHO","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\POSEUR-03-2012-FC-001351 CABRIZ","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\POSEUR-03-2012-FC-001352 NAGOZELA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\POSEUR-03-2012-FC-001353 PARADA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\POSEUR-03-2012-FC-001354 PAPIZIOS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\POSEUR-03-2012-FC-001366 MOLELOS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\POSEUR-03-2012-FC-001367_Tondela","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\POSEUR-03-2012-FC-001368 CORVEIRA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\Processo_Digital_Pinheirinho_vrs1","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\RIPORTICO","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\Rua das CAnadas","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\Santa Eufemia- Tondela","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\SUBSISTEMA DO GAVIÃO","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\SUBSISTEMA SOBRAL","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\EMPREITADAS\TOURIGO","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Empreitadas Modelos de peças de procedimento","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Empreitadas Modelos de peças de procedimento\Peças prodedimentais","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Formação AINTAR","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Informações técnicas P.dinis","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Inspecção de Coletores","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Inspecção de Coletores\Insp. Caixas e condutas","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Intervenção Equipas Operação Manutenção e Construção - Planeamento","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Intervenção Equipas Operação Manutenção e Construção - Planeamento\2025","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Novos Investimentos PT2030","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Novos Investimentos PT2030\Apresentações investimentos","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Novos Investimentos PT2030\Caracterização dos novos investimentos","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Novos Investimentos PT2030\Controlo analitico investimentos","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Novos Investimentos PT2030\Estudos Previos ETARS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Novos Investimentos PT2030\ETAR Laceiras - Subsistema Beijos","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Novos Investimentos PT2030\Imparidades IGTS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Novos Investimentos PT2030\Obras Incêndios","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Novos Investimentos PT2030\Obras ITI Tabua","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Novos Investimentos PT2030\Operações","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Novos Investimentos PT2030\Pedidos de Parecer APA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Novos Investimentos PT2030\Previsão de Indicadores","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Novos Investimentos PT2030\Procedimentos contratação projetos","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Novos Investimentos PT2030\Projeto Fecho Tondela Norte","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Novos Investimentos PT2030\reuniões formato verde","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Planos de Gestao de Residuos - Empreitadas","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\PROCESSO GARANTIA DE OBRA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Projectos DPAS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Projectos DPAS\1. SAR Santo Antão","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Projectos DPAS\CTE EDITAVEIS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Projectos DPAS\ETAR Senhora da Ribeira","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Projectos DPAS\FASE 2 VILAMEA","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Vários","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Vários\Energia_Agendamento E-Redes & EDP","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Vários\Fotos_Videos publicações","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Vários\GPS & QGIS & Maps","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Vários\Instalações","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Vários\Nuno Miguel","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Vários\Outras apresentações","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Planeamento_Projetos_controlo_empreitadas\Vários\Passar formulas para excel","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Plano de Atividades 2026 - DPAS","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Plano de Atividades 2026 - DPAS\3. Ambiente","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Plano de Atividades 2026 - DPAS\3. Ambiente\Casal Bom-Vila Pouca - P.H","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Plano de Atividades 2026 - DPAS\4. Projetos","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Plano de Atividades 2026 - DPAS\4. Projetos\ETAR Sra. Ribeira","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Plano de Atividades 2026 - DPAS\4. Projetos\Reabilitação ETAR Caramulo","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\RH","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Scanner","HERANCA_QUEBRADA","Heranca de permissoes desativada nesta pasta"
"D:\FILE_AINTAR\Servico de obras por administração directa","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Servico de obras por administração directa\Anabela","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\Temporário","ACESSO_AMPLO_ESCRITA","NT AUTHORITY\Authenticated Users com Modify, Synchronize"
"D:\FILE_AINTAR\TI","HERANCA_QUEBRADA","Heranca de permissoes desativada nesta pasta"
"D:\POSTGRES","HERANCA_QUEBRADA","Heranca de permissoes desativada nesta pasta"
"D:\SHARED","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED","HERANCA_QUEBRADA","Heranca de permissoes desativada nesta pasta"
"D:\SHARED\DGAF","HERANCA_QUEBRADA","Heranca de permissoes desativada nesta pasta"
"D:\SHARED\DGAF\Contabilidade","HERANCA_QUEBRADA","Heranca de permissoes desativada nesta pasta"
"D:\SHARED\DGAF\Contabilidade\Teste Rui","HERANCA_QUEBRADA","Heranca de permissoes desativada nesta pasta"
"D:\SHARED\DGAF\Recursos Humanos","HERANCA_QUEBRADA","Heranca de permissoes desativada nesta pasta"
"D:\SHARED\DPAS","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\DPAS","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
"D:\SHARED\DPAS","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\DPAS\ATAS REUNIÃO DPAS","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1166"
"D:\SHARED\DPAS\ATAS REUNIÃO DPAS","ACE_ORFA","SID sem resolucao (conta apagada?): S-1-5-21-3714696651-40073255-3363414880-1137"
